,config_id,idx,origin_Li,origin_EC,origin_DMC,origin_VC,origin_PF6,origin_CO3_minus2,origin_Ethylene,origin_oEC_radical_minus1_minus2,rxn_EC,rxn_DMC,rxn_VC,rxn_PF6,rxn_CO3_minus2,rxn_Ethylene,rxn_oEC_radical_minus1_minus2,rdc_EC,rdc_DMC,rdc_VC,rdc_PF6,rdc_CO3_minus2,rdc_Ethylene,rdc_oEC_radical_minus1_minus2,rxn,rdc,rxn_wt_pid,rdc_wt_pid,rxn_changed_bonds
19,0x3c65c556595f1a9f,-1,2,10,10,1,1,2,2,2,1,0,0,0,1,1,2,0,0,0,0,0,0,0,"{'CO3_minus2_0+Ethylene_1 => CO3C2H4', 'oEC_radical_minus1_minus2_0 => CO2+OC2H4', 'EC_9+oEC_radical_minus1_minus2_1 => C3O3H5+CO2C2H2OH'}",set(),"{'CO3_minus2_0+Ethylene_1 => sg1-CO3C2H4', 'oEC_radical_minus1_minus2_0 => sg2-CO2+sg3-OC2H4', 'EC_9+oEC_radical_minus1_minus2_1 => sg0-C3O3H5+sg4-CO2C2H2OH'}",set(),"{((('O238', 'C251'), (3.1791, 1.4712), (('O238@CO3_minus2_0', 'C251@Ethylene_1'), ('O238@frame(-1)-sg1-CO3C2H4', 'C251@frame(-1)-sg1-CO3C2H4'))), (('O238', 'C252'), (3.131, 1.5063), (('O238@CO3_minus2_0', 'C252@Ethylene_1'), ('O238@frame(-1)-sg1-CO3C2H4', 'C252@frame(-1)-sg1-CO3C2H4')))), ((('C270', 'H276'), (1.0859, 2.3903), (('C270@oEC_radical_minus1_minus2_1', 'H276@oEC_radical_minus1_minus2_1'), ('C270@frame(-1)-sg4-CO2C2H2OH', 'H276@frame(-1)-sg0-C3O3H5'))), (('O95', 'H276'), (11.2961, 1.1338), (('O95@EC_9', 'H276@oEC_radical_minus1_minus2_1'), ('O95@frame(-1)-sg0-C3O3H5', 'H276@frame(-1)-sg0-C3O3H5')))), ((('C257', 'O259'), (1.3235, 2.7815), (('C257@oEC_radical_minus1_minus2_0', 'O259@oEC_radical_minus1_minus2_0'), ('C257@frame(-1)-sg2-CO2', 'O259@frame(-1)-sg3-OC2H4'))), (('C260', 'H265'), (1.0928, 2.0969), (('C260@oEC_radical_minus1_minus2_0', 'H265@oEC_radical_minus1_minus2_0'), ('C260@frame(-1)-sg3-OC2H4', 'H265@frame(-1)-sg3-OC2H4'))), (('C261', 'H265'), (2.1088, 1.1029), (('C261@oEC_radical_minus1_minus2_0', 'H265@oEC_radical_minus1_minus2_0'), ('C261@frame(-1)-sg3-OC2H4', 'H265@frame(-1)-sg3-OC2H4'))))}"
20,0x40b5b6299b8285aa,-1,3,10,10,1,1,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,{'EC_5+oEC_radical_minus1_minus2_0 => C3O3H3+HCO2C2H2OH2'},set(),{'EC_5+oEC_radical_minus1_minus2_0 => sg0-C3O3H3+sg1-HCO2C2H2OH2'},set(),"{((('C53', 'H59'), (1.0923, 2.5199), (('C53@EC_5', 'H59@EC_5'), ('C53@frame(-1)-sg0-C3O3H3', 'H59@frame(-1)-sg1-HCO2C2H2OH2'))), (('H59', 'C262'), (12.4171, 1.0998), (('H59@EC_5', 'C262@oEC_radical_minus1_minus2_0'), ('H59@frame(-1)-sg1-HCO2C2H2OH2', 'C262@frame(-1)-sg1-HCO2C2H2OH2'))))}"
21,0x441ee97e6ee98a27,-1,4,10,10,1,1,2,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,"{'DMC_2+oEC_radical_minus1_minus2_0 => C3O3H6CO2C2H2OH2', 'oEC_radical_minus1_minus2_1 => CO2+OC2H4'}",set(),"{'oEC_radical_minus1_minus2_1 => sg1-CO2+sg2-OC2H4', 'DMC_2+oEC_radical_minus1_minus2_0 => sg0-C3O3H6CO2C2H2OH2'}",set(),"{((('O133', 'C263'), (17.1157, 1.5218), (('O133@DMC_2', 'C263@oEC_radical_minus1_minus2_0'), ('O133@frame(-1)-sg0-C3O3H6CO2C2H2OH2', 'C263@frame(-1)-sg0-C3O3H6CO2C2H2OH2'))),), ((('C269', 'O271'), (1.3103, 4.1349), (('C269@oEC_radical_minus1_minus2_1', 'O271@oEC_radical_minus1_minus2_1'), ('C269@frame(-1)-sg1-CO2', 'O271@frame(-1)-sg2-OC2H4'))), (('O271', 'C273'), (2.34, 1.4566), (('O271@oEC_radical_minus1_minus2_1', 'C273@oEC_radical_minus1_minus2_1'), ('O271@frame(-1)-sg2-OC2H4', 'C273@frame(-1)-sg2-OC2H4'))))}"
22,0x443eb47309ba41ce,-1,2,10,10,1,1,1,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,"{'oEC_radical_minus1_minus2_0 => CO2+OC2H4', 'EC_0+oEC_radical_minus1_minus2_1 => C3O3H4CO2C2H2OH2'}",set(),"{'oEC_radical_minus1_minus2_0 => sg1-CO2+sg2-OC2H4', 'EC_0+oEC_radical_minus1_minus2_1 => sg0-C3O3H4CO2C2H2OH2'}",set(),"{((('C247', 'O249'), (1.3322, 2.8861), (('C247@oEC_radical_minus1_minus2_0', 'O249@oEC_radical_minus1_minus2_0'), ('C247@frame(-1)-sg1-CO2', 'O249@frame(-1)-sg2-OC2H4'))), (('C250', 'H255'), (1.088, 2.1012), (('C250@oEC_radical_minus1_minus2_0', 'H255@oEC_radical_minus1_minus2_0'), ('C250@frame(-1)-sg2-OC2H4', 'H255@frame(-1)-sg2-OC2H4'))), (('C251', 'H255'), (2.1539, 1.1029), (('C251@oEC_radical_minus1_minus2_0', 'H255@oEC_radical_minus1_minus2_0'), ('C251@frame(-1)-sg2-OC2H4', 'H255@frame(-1)-sg2-OC2H4')))), ((('O7', 'C261'), (18.1937, 1.5045), (('O7@EC_0', 'C261@oEC_radical_minus1_minus2_1'), ('O7@frame(-1)-sg0-C3O3H4CO2C2H2OH2', 'C261@frame(-1)-sg0-C3O3H4CO2C2H2OH2'))),)}"
23,0x44c657be80cf1863,-1,3,10,10,2,1,2,2,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,"{'EC_5+Ethylene_0+Ethylene_1+oEC_radical_minus1_minus2_0 => C2H4C2H4+C3O3H5+CO2C2H2OH', 'oEC_radical_minus1_minus2_1 => CO2+OC2H4'}",set(),"{'oEC_radical_minus1_minus2_1 => sg3-CO2+sg4-OC2H4', 'EC_5+Ethylene_0+Ethylene_1+oEC_radical_minus1_minus2_0 => sg0-C3O3H5+sg1-C2H4C2H4+sg2-CO2C2H2OH'}",set(),"{((('C261', 'H265'), (1.0819, 1.9424), (('C261@Ethylene_1', 'H265@Ethylene_1'), ('C261@frame(-1)-sg1-C2H4C2H4', 'H265@frame(-1)-sg0-C3O3H5'))), (('C269', 'H274'), (1.0774, 2.5891), (('C269@oEC_radical_minus1_minus2_0', 'H274@oEC_radical_minus1_minus2_0'), ('C269@frame(-1)-sg2-CO2C2H2OH', 'H274@frame(-1)-sg1-C2H4C2H4'))), (('O58', 'H265'), (3.4468, 1.0335), (('O58@EC_5', 'H265@Ethylene_1'), ('O58@frame(-1)-sg0-C3O3H5', 'H265@frame(-1)-sg0-C3O3H5'))), (('C254', 'C261'), (3.8165, 1.4971), (('C254@Ethylene_0', 'C261@Ethylene_1'), ('C254@frame(-1)-sg1-C2H4C2H4', 'C261@frame(-1)-sg1-C2H4C2H4'))), (('C255', 'C261'), (3.1376, 1.5495), (('C255@Ethylene_0', 'C261@Ethylene_1'), ('C255@frame(-1)-sg1-C2H4C2H4', 'C261@frame(-1)-sg1-C2H4C2H4'))), (('C260', 'H274'), (2.643, 1.0991), (('C260@Ethylene_1', 'H274@oEC_radical_minus1_minus2_0'), ('C260@frame(-1)-sg1-C2H4C2H4', 'H274@frame(-1)-sg1-C2H4C2H4')))), ((('C276', 'O278'), (1.3256, 3.7342), (('C276@oEC_radical_minus1_minus2_1', 'O278@oEC_radical_minus1_minus2_1'), ('C276@frame(-1)-sg3-CO2', 'O278@frame(-1)-sg4-OC2H4'))), (('O278', 'C280'), (2.4002, 1.4464), (('O278@oEC_radical_minus1_minus2_1', 'C280@oEC_radical_minus1_minus2_1'), ('O278@frame(-1)-sg4-OC2H4', 'C280@frame(-1)-sg4-OC2H4'))))}"
24,0x466dd5289af455c1,-1,4,10,10,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,{'oEC_radical_minus1_minus2_0 => CO2+OC2H4'},set(),{'oEC_radical_minus1_minus2_0 => sg0-CO2+sg1-OC2H4'},set(),"{((('C249', 'O251'), (1.3425, 3.0294), (('C249@oEC_radical_minus1_minus2_0', 'O251@oEC_radical_minus1_minus2_0'), ('C249@frame(-1)-sg0-CO2', 'O251@frame(-1)-sg1-OC2H4'))), (('O251', 'C253'), (2.4178, 1.4407), (('O251@oEC_radical_minus1_minus2_0', 'C253@oEC_radical_minus1_minus2_0'), ('O251@frame(-1)-sg1-OC2H4', 'C253@frame(-1)-sg1-OC2H4'))))}"
25,0x48783cd15d429ab7,-1,4,10,10,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,set(),set(),set(),set(),set()
26,0x4a86e344f5c03661,-1,4,10,10,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,{'oEC_radical_minus1_minus2_0 => CO2C2H2OH2'},set(),{'oEC_radical_minus1_minus2_0 => sg0-CO2C2H2OH2'},set(),"{((('C252', 'H258'), (1.0883, 2.2836), (('C252@oEC_radical_minus1_minus2_0', 'H258@oEC_radical_minus1_minus2_0'), ('C252@frame(-1)-sg0-CO2C2H2OH2', 'H258@frame(-1)-sg0-CO2C2H2OH2'))), (('O256', 'H258'), (2.9695, 0.9988), (('O256@oEC_radical_minus1_minus2_0', 'H258@oEC_radical_minus1_minus2_0'), ('O256@frame(-1)-sg0-CO2C2H2OH2', 'H258@frame(-1)-sg0-CO2C2H2OH2'))))}"
27,0x4cbec412ca5854c5,-1,4,10,10,2,1,2,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,{'DMC_1+EC_0+oEC_radical_minus1_minus2_0+oEC_radical_minus1_minus2_1 => C3O3H4C3O3H5CO2C2H2OH2+HCO2C2H2OH2'},set(),{'DMC_1+EC_0+oEC_radical_minus1_minus2_0+oEC_radical_minus1_minus2_1 => sg0-C3O3H4C3O3H5CO2C2H2OH2+sg1-HCO2C2H2OH2'},set(),"{((('C117', 'H122'), (1.0915, 2.3974), (('C117@DMC_1', 'H122@DMC_1'), ('C117@frame(-1)-sg0-C3O3H4C3O3H5CO2C2H2OH2', 'H122@frame(-1)-sg1-HCO2C2H2OH2'))), (('O9', 'C281'), (17.1005, 1.4667), (('O9@EC_0', 'C281@oEC_radical_minus1_minus2_1'), ('O9@frame(-1)-sg0-C3O3H4C3O3H5CO2C2H2OH2', 'C281@frame(-1)-sg0-C3O3H4C3O3H5CO2C2H2OH2'))), (('C117', 'O284'), (3.641, 1.4415), (('C117@DMC_1', 'O284@oEC_radical_minus1_minus2_1'), ('C117@frame(-1)-sg0-C3O3H4C3O3H5CO2C2H2OH2', 'O284@frame(-1)-sg0-C3O3H4C3O3H5CO2C2H2OH2'))), (('H122', 'C271'), (18.944, 1.0796), (('H122@DMC_1', 'C271@oEC_radical_minus1_minus2_0'), ('H122@frame(-1)-sg1-HCO2C2H2OH2', 'C271@frame(-1)-sg1-HCO2C2H2OH2'))))}"
28,0x4dd3d09a866fa8c3,-1,2,10,10,3,1,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"{'oEC_radical_minus1_minus2_0 => CO2+OC2H4', 'oEC_radical_minus1_minus2_1 => CO2C2H2OH2'}",set(),"{'oEC_radical_minus1_minus2_1 => sg2-CO2C2H2OH2', 'oEC_radical_minus1_minus2_0 => sg0-CO2+sg1-OC2H4'}",set(),"{((('C276', 'H282'), (1.0869, 2.3525), (('C276@oEC_radical_minus1_minus2_1', 'H282@oEC_radical_minus1_minus2_1'), ('C276@frame(-1)-sg2-CO2C2H2OH2', 'H282@frame(-1)-sg2-CO2C2H2OH2'))), (('O274', 'H282'), (3.0996, 1.0114), (('O274@oEC_radical_minus1_minus2_1', 'H282@oEC_radical_minus1_minus2_1'), ('O274@frame(-1)-sg2-CO2C2H2OH2', 'H282@frame(-1)-sg2-CO2C2H2OH2')))), ((('C263', 'O265'), (1.3372, 2.9277), (('C263@oEC_radical_minus1_minus2_0', 'O265@oEC_radical_minus1_minus2_0'), ('C263@frame(-1)-sg0-CO2', 'O265@frame(-1)-sg1-OC2H4'))), (('O265', 'C267'), (2.4122, 1.4515), (('O265@oEC_radical_minus1_minus2_0', 'C267@oEC_radical_minus1_minus2_0'), ('O265@frame(-1)-sg1-OC2H4', 'C267@frame(-1)-sg1-OC2H4'))))}"
29,0x4f3f6d65e0469d62,-1,3,10,10,3,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,{'oEC_radical_minus1_minus2_1 => CO2+OC2H4'},set(),{'oEC_radical_minus1_minus2_1 => sg0-CO2+sg1-OC2H4'},set(),"{((('C274', 'O276'), (1.3331, 2.9841), (('C274@oEC_radical_minus1_minus2_1', 'O276@oEC_radical_minus1_minus2_1'), ('C274@frame(-1)-sg0-CO2', 'O276@frame(-1)-sg1-OC2H4'))), (('C277', 'H282'), (1.0888, 2.0951), (('C277@oEC_radical_minus1_minus2_1', 'H282@oEC_radical_minus1_minus2_1'), ('C277@frame(-1)-sg1-OC2H4', 'H282@frame(-1)-sg1-OC2H4'))), (('C278', 'H282'), (2.1187, 1.1036), (('C278@oEC_radical_minus1_minus2_1', 'H282@oEC_radical_minus1_minus2_1'), ('C278@frame(-1)-sg1-OC2H4', 'H282@frame(-1)-sg1-OC2H4'))))}"
30,0x517efe5c6459ac2b,-1,4,10,10,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,{'oEC_radical_minus1_minus2_1 => CO2+OC2H4'},set(),{'oEC_radical_minus1_minus2_1 => sg0-CO2+sg1-OC2H4'},set(),"{((('C259', 'O261'), (1.3441, 2.7533), (('C259@oEC_radical_minus1_minus2_1', 'O261@oEC_radical_minus1_minus2_1'), ('C259@frame(-1)-sg0-CO2', 'O261@frame(-1)-sg1-OC2H4'))), (('O261', 'C263'), (2.4186, 1.4531), (('O261@oEC_radical_minus1_minus2_1', 'C263@oEC_radical_minus1_minus2_1'), ('O261@frame(-1)-sg1-OC2H4', 'C263@frame(-1)-sg1-OC2H4'))))}"
31,0x51f72a19e29afadd,-1,1,10,10,3,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"{'oEC_radical_minus1_minus2_0 => CO2+OC2H4', 'CO3_minus2_0+VC_2 => C3O3H2O+CO2'}",set(),"{'CO3_minus2_0+VC_2 => sg0-C3O3H2O+sg1-CO2', 'oEC_radical_minus1_minus2_0 => sg2-CO2+sg3-OC2H4'}",set(),"{((('C252', 'O255'), (1.2971, 2.8737), (('C252@CO3_minus2_0', 'O255@CO3_minus2_0'), ('C252@frame(-1)-sg1-CO2', 'O255@frame(-1)-sg0-C3O3H2O'))), (('C237', 'O255'), (10.9655, 1.4431), (('C237@VC_2', 'O255@CO3_minus2_0'), ('C237@frame(-1)-sg0-C3O3H2O', 'O255@frame(-1)-sg0-C3O3H2O'))), (('C238', 'O255'), (11.188, 1.447), (('C238@VC_2', 'O255@CO3_minus2_0'), ('C238@frame(-1)-sg0-C3O3H2O', 'O255@frame(-1)-sg0-C3O3H2O')))), ((('C262', 'O264'), (1.3361, 2.9944), (('C262@oEC_radical_minus1_minus2_0', 'O264@oEC_radical_minus1_minus2_0'), ('C262@frame(-1)-sg2-CO2', 'O264@frame(-1)-sg3-OC2H4'))), (('O264', 'C266'), (2.4025, 1.4393), (('O264@oEC_radical_minus1_minus2_0', 'C266@oEC_radical_minus1_minus2_0'), ('O264@frame(-1)-sg3-OC2H4', 'C266@frame(-1)-sg3-OC2H4'))))}"
32,0x550f97b04d34452e,-1,1,10,10,2,1,1,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,"{'VC_1+oEC_radical_minus1_minus2_1 => C3O3H2CO2C2H2OH2', 'oEC_radical_minus1_minus2_0 => CO2+OC2H4'}",set(),"{'VC_1+oEC_radical_minus1_minus2_1 => sg0-C3O3H2CO2C2H2OH2', 'oEC_radical_minus1_minus2_0 => sg1-CO2+sg2-OC2H4'}",set(),"{((('C254', 'O256'), (1.3214, 2.7411), (('C254@oEC_radical_minus1_minus2_0', 'O256@oEC_radical_minus1_minus2_0'), ('C254@frame(-1)-sg1-CO2', 'O256@frame(-1)-sg2-OC2H4'))), (('C257', 'H262'), (1.0872, 2.1693), (('C257@oEC_radical_minus1_minus2_0', 'H262@oEC_radical_minus1_minus2_0'), ('C257@frame(-1)-sg2-OC2H4', 'H262@frame(-1)-sg2-OC2H4'))), (('C258', 'H262'), (2.1228, 1.1045), (('C258@oEC_radical_minus1_minus2_0', 'H262@oEC_radical_minus1_minus2_0'), ('C258@frame(-1)-sg2-OC2H4', 'H262@frame(-1)-sg2-OC2H4')))), ((('C229', 'C268'), (19.4074, 1.5332), (('C229@VC_1', 'C268@oEC_radical_minus1_minus2_1'), ('C229@frame(-1)-sg0-C3O3H2CO2C2H2OH2', 'C268@frame(-1)-sg0-C3O3H2CO2C2H2OH2'))),)}"
33,0x5964118eb7a7cc96,-1,1,10,10,2,1,1,1,2,1,0,1,0,1,0,2,0,0,0,0,0,0,0,"{'EC_8+oEC_radical_minus1_minus2_1 => C3O3H3+HCO2C2H2OH2', 'CO3_minus2_0+VC_0 => C2OH2O+CO2+CO2', 'oEC_radical_minus1_minus2_0 => CO2+OC2H4'}",set(),"{'EC_8+oEC_radical_minus1_minus2_1 => sg0-C3O3H3+sg1-HCO2C2H2OH2', 'CO3_minus2_0+VC_0 => sg2-C2OH2O+sg3-CO2+sg4-CO2', 'oEC_radical_minus1_minus2_0 => sg5-CO2+sg6-OC2H4'}",set(),"{((('C82', 'H89'), (1.0912, 2.3337), (('C82@EC_8', 'H89@EC_8'), ('C82@frame(-1)-sg0-C3O3H3', 'H89@frame(-1)-sg1-HCO2C2H2OH2'))), (('H89', 'C268'), (21.7672, 1.0838), (('H89@EC_8', 'C268@oEC_radical_minus1_minus2_1'), ('H89@frame(-1)-sg1-HCO2C2H2OH2', 'C268@frame(-1)-sg1-HCO2C2H2OH2')))), ((('C221', 'O225'), (1.5924, 2.0837), (('C221@VC_0', 'O225@VC_0'), ('C221@frame(-1)-sg2-C2OH2O', 'O225@frame(-1)-sg3-CO2'))), (('C223', 'O224'), (1.5456, 1.8099), (('C223@VC_0', 'O224@VC_0'), ('C223@frame(-1)-sg3-CO2', 'O224@frame(-1)-sg2-C2OH2O'))), (('C244', 'O245'), (1.2984, 2.4984), (('C244@CO3_minus2_0', 'O245@CO3_minus2_0'), ('C244@frame(-1)-sg4-CO2', 'O245@frame(-1)-sg2-C2OH2O'))), (('C221', 'O245'), (3.8296, 1.2246), (('C221@VC_0', 'O245@CO3_minus2_0'), ('C221@frame(-1)-sg2-C2OH2O', 'O245@frame(-1)-sg2-C2OH2O')))), ((('C254', 'O256'), (1.3474, 2.6066), (('C254@oEC_radical_minus1_minus2_0', 'O256@oEC_radical_minus1_minus2_0'), ('C254@frame(-1)-sg5-CO2', 'O256@frame(-1)-sg6-OC2H4'))), (('C257', 'H262'), (1.0854, 2.1145), (('C257@oEC_radical_minus1_minus2_0', 'H262@oEC_radical_minus1_minus2_0'), ('C257@frame(-1)-sg6-OC2H4', 'H262@frame(-1)-sg6-OC2H4'))), (('C258', 'H262'), (2.1317, 1.0959), (('C258@oEC_radical_minus1_minus2_0', 'H262@oEC_radical_minus1_minus2_0'), ('C258@frame(-1)-sg6-OC2H4', 'H262@frame(-1)-sg6-OC2H4'))))}"
34,0x5ad364cffb187164,-1,2,10,10,3,1,2,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,"{'CO3_minus2_0+VC_2 => C3O3H2CO3', 'EC_1+oEC_radical_minus1_minus2_0 => C3O3H4CO2C2H2OH2'}",set(),"{'EC_1+oEC_radical_minus1_minus2_0 => sg0-C3O3H4CO2C2H2OH2', 'CO3_minus2_0+VC_2 => sg1-C3O3H2CO3'}",set(),"{((('C238', 'O256'), (3.4948, 1.4266), (('C238@VC_2', 'O256@CO3_minus2_0'), ('C238@frame(-1)-sg1-C3O3H2CO3', 'O256@frame(-1)-sg1-C3O3H2CO3'))), (('C239', 'O255'), (3.2137, 1.46), (('C239@VC_2', 'O255@CO3_minus2_0'), ('C239@frame(-1)-sg1-C3O3H2CO3', 'O255@frame(-1)-sg1-C3O3H2CO3')))), ((('O16', 'C277'), (3.4705, 1.5085), (('O16@EC_1', 'C277@oEC_radical_minus1_minus2_0'), ('O16@frame(-1)-sg0-C3O3H4CO2C2H2OH2', 'C277@frame(-1)-sg0-C3O3H4CO2C2H2OH2'))),)}"
35,0x5b1009f0ee697aeb,-1,2,10,10,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,{'oEC_radical_minus1_minus2_0 => CO2+OC2H4'},set(),{'oEC_radical_minus1_minus2_0 => sg0-CO2+sg1-OC2H4'},set(),"{((('C247', 'O249'), (1.3409, 2.9813), (('C247@oEC_radical_minus1_minus2_0', 'O249@oEC_radical_minus1_minus2_0'), ('C247@frame(-1)-sg0-CO2', 'O249@frame(-1)-sg1-OC2H4'))), (('O249', 'C251'), (2.3923, 1.46), (('O249@oEC_radical_minus1_minus2_0', 'C251@oEC_radical_minus1_minus2_0'), ('O249@frame(-1)-sg1-OC2H4', 'C251@frame(-1)-sg1-OC2H4'))))}"
36,0x5b4e469cfea1d94b,-1,2,10,10,1,1,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,"{'CO3_minus2_0+EC_8 => C3O3H3+HCO3', 'oEC_radical_minus1_minus2_0 => CO2+OC2H4'}",set(),"{'oEC_radical_minus1_minus2_0 => sg2-CO2+sg3-OC2H4', 'CO3_minus2_0+EC_8 => sg0-C3O3H3+sg1-HCO3'}",set(),"{((('C82', 'H89'), (1.0882, 2.759), (('C82@EC_8', 'H89@EC_8'), ('C82@frame(-1)-sg0-C3O3H3', 'H89@frame(-1)-sg1-HCO3'))), (('H89', 'O240'), (12.2178, 0.9917), (('H89@EC_8', 'O240@CO3_minus2_0'), ('H89@frame(-1)-sg1-HCO3', 'O240@frame(-1)-sg1-HCO3')))), ((('C257', 'O259'), (1.3202, 3.089), (('C257@oEC_radical_minus1_minus2_0', 'O259@oEC_radical_minus1_minus2_0'), ('C257@frame(-1)-sg2-CO2', 'O259@frame(-1)-sg3-OC2H4'))), (('O259', 'C261'), (2.3761, 1.454), (('O259@oEC_radical_minus1_minus2_0', 'C261@oEC_radical_minus1_minus2_0'), ('O259@frame(-1)-sg3-OC2H4', 'C261@frame(-1)-sg3-OC2H4'))))}"
37,0x5b51fe3f8bab9609,-1,3,10,10,2,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,{'oEC_radical_minus1_minus2_0 => CO2+OC2H4'},set(),{'oEC_radical_minus1_minus2_0 => sg0-CO2+sg1-OC2H4'},set(),"{((('C256', 'O258'), (1.3145, 3.0168), (('C256@oEC_radical_minus1_minus2_0', 'O258@oEC_radical_minus1_minus2_0'), ('C256@frame(-1)-sg0-CO2', 'O258@frame(-1)-sg1-OC2H4'))), (('C259', 'H264'), (1.0885, 2.1388), (('C259@oEC_radical_minus1_minus2_0', 'H264@oEC_radical_minus1_minus2_0'), ('C259@frame(-1)-sg1-OC2H4', 'H264@frame(-1)-sg1-OC2H4'))), (('C260', 'H264'), (2.1204, 1.101), (('C260@oEC_radical_minus1_minus2_0', 'H264@oEC_radical_minus1_minus2_0'), ('C260@frame(-1)-sg1-OC2H4', 'H264@frame(-1)-sg1-OC2H4'))))}"
38,0x5b83cc64b7d6ae10,-1,3,10,10,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,{'oEC_radical_minus1_minus2_0 => CO2+OC2H4'},set(),{'oEC_radical_minus1_minus2_0 => sg0-CO2+sg1-OC2H4'},set(),"{((('C258', 'O260'), (1.3399, 3.0748), (('C258@oEC_radical_minus1_minus2_0', 'O260@oEC_radical_minus1_minus2_0'), ('C258@frame(-1)-sg0-CO2', 'O260@frame(-1)-sg1-OC2H4'))), (('C261', 'H267'), (1.0854, 2.1365), (('C261@oEC_radical_minus1_minus2_0', 'H267@oEC_radical_minus1_minus2_0'), ('C261@frame(-1)-sg1-OC2H4', 'H267@frame(-1)-sg1-OC2H4'))), (('C262', 'H267'), (2.0987, 1.0982), (('C262@oEC_radical_minus1_minus2_0', 'H267@oEC_radical_minus1_minus2_0'), ('C262@frame(-1)-sg1-OC2H4', 'H267@frame(-1)-sg1-OC2H4'))))}"
